;2724
机械设计及制造及其自动化（高分子材料加工;2733
轮机工程技术(船舶动力方向);6712
计算机网络技术（专科）;5251
环境艺术设计（景观设计）;4315
新闻采编与制作;807
中英电子商务（620405）;5350
计算机应用技术(信息管理方向);8758
医学营养;2912
英语(商务英语);6909
英语(科技英语方向);1239
计算机应用技术（网络工程与网络管理方向）;4297
音乐表演(学前教育方向);8536
计算机科学与技术（网络游戏方向）;8818
翻译专业（本科）;6173
学前教育（免费师范）;8305
音乐学(专科起点);1105
英语教育(师范类);4518
护理（麻醉护理方向）;6359
戏曲表演（戏曲表演、音乐伴奏方向）;3323
市场开发与营销（电信营销方向）;1825
软件工程(Java技术方向);6083
高分子材料应用技术 (塑料成型与检测方向);4732
化学系;8172
会计电算化/商务英语;4221
艺术设计（电脑动画设计）;2699
高聚物生产技术;2540
金融学（农银长江班）;6594
工程造价（文理兼收）;4885
文化事业管理专业(广告学方向);1598
　　财政学专业（四年制本科）;9660
食品加工技术（水产品深加工方向）;8291
金融保险;449
软件设计（安卓应用开发方向）;6793
汽车制造与装配技术学制三年;5405
机械设计与制造;685
音乐舞蹈;6989
机械制造及其自动化（中专）　;5175
计算机及应用;5000
建筑学（建筑装饰方向）;8197
软件工程（嵌入式方向方向）（卓越工程师教育培养计划）;5498
信息计算与科学;1505
公共管理类;5465
能源与动力工程（火电厂集控运行）;4012
数学与应用数学（经贸统计）;8618
数字媒体艺术（界面与交互设计方向、录像与动画设计方向）;7194
文秘（商务秘书方向）;9025
工程造价（水利部示范专业、中央财政支持专业）;7047
老年服务与管理（老年机构运营管理）;877
机械质量管理与检测技术;2900
汽车服务工程（检测与维修方向）;7911
物流岗前培训;925
农业机械化及其自动化;1302
护理学本科专业;2024
道路桥梁工程技术（机械控制）;1131
土木工程（交通土建工程）;3937
水利工程施工技术;777
城乡规划（五年制）;4931
經濟學;9741
动漫设计;7986
计算机应用技术（网站设计与管理方向）;802
财务管理(企业理财方向);8221
医药营销（中外合作办学）;2225
机动车保险实务;7937
室内设计技术（中澳合作办学）;1735
应用统计;4067
同络与新媒体;8852
农林经济管理（特有民族班）;9275
生物制药技术 ;2229
旅游管理（酒店管理）;7302
英语（翻译）;8622
工程力学(工程计算与软件);6873
阿拉伯语(اللغة العربية);8370
环境艺术设计（二维设计方向）;3815
金融学（金融管理与实务方向）;8352
英语报关员;1922
水族科学与技术;1304
市场营销（国际农产品营销）（中外合作办学）;6454
商务英语(旅游英语方向);7030
汉语言文学　;7107
全英文授课国际化专业;4571
国际经济与贸易（国际技术贸易与知识产权管理方向）;7925
英语（师范）（福清校区）;4856
会计电算化（与用友软件公司共建）;3348
　　动漫设计与制作;4766
复合材料加工与应用技术;1796
应用电子技术（新能源电子技术）;8282
信息工程(光信息科学与技术);1078
（专科）软件学院专业介绍;8550
计算机应用技术（专科）;617
航空机电设备维修专业;9228
汉语言文学（师范类）;5560
应用化工技术(石油化工生产技术);8367
动漫设计与制作(区域经济重点支撑专业);5885
国际金融（国际结算方向）;1820
广告设计与制作(影视广告方向);8530
艺术设计(室内设计技术);2806
软件工程（虚拟现实与动漫）;4954
多媒体网络技术方向;8106
电脑艺术设计（电脑游戏开发）（三年制）;7821
地质工程（岩土工程）;9410
美国西北理工大学;3870
市场营销（物流营销方向）;7059
应用统计学（金融统计方向）;6095
工程机械控制技术（铁路）;5819
软件技术(游戏软件开发方向);1914
物联网应用技术（城市交通管理方向）;1742
光电信息科学与工程(光电子技术与通信方向);7187
营销与策划（原市场营销）;5108
中医基础学基地班;9715
公共关系学（公共关系与广告）;7412
物流管理(物流方向);3494
化学（师范类，本科，理工类）;8415
中药学（本科）;1588
房地产经营与估价  ;743
电脑艺术设计（环境艺术设计方向）;1865
城乡规划专业;2618
环境工程技术;680
图学馆档案学;9436
机械设计制造及其自动化(微电子制造装备及自动化方向);7222
车辆工程（汽车设计制造方向）;7537
建筑工程项目管理（中加合作）;3816
市场营销（制药方向）;4414
粮食工程（文、理兼收）;5210
经济统计学（金融统计）;4988
医药营销（专科）;1641
茶学（茶艺茶道方向）;9270
人力资源管理（人力资源管理与劳动仲裁方向;3286
微生物学;4818
中澳合作会计;5698
机械设计及其自动化国防生;4628
物流管理(理工类);9477
服装设计与制版;1051
软件技术（软件外包服务方向）;8592
室内设计技术专业;6282
信息管理与信息系统;28
图形图像制作（网络广告方向）;8566
计算机科学与技术(专科起点);1074
医疗仪器维修技术;4387
 中药学;3615
生物系统工程;4526
化学教育;1610
测绘信息技术;5416
能源动力;216
审计学专业(注册会计师方向);3723
电子信息工程（集成电路设计与系统方向）;2867
管道工程施工      ;1434
舞蹈表演（空乘与礼仪方向）专业;9296
临床医学（免费医学定向生）;8932
市场营销（620401）;5315
播音与主持艺术专业;2963
机械工程（中外合作办学）;6517
英语（旅游英语方向）专业（本科）;6178
护理学类(中外);6066
自动化类;5454
媒体营销;3855
机械设计制造及其自动化专业（本硕连读）;5962
信息研究与安全（密码学）;6825
药学（食品安全与检验方向）;5924
国际经济与贸易;24
机电一体化技术(数控设备管理与维修方向);9471
新型纺织机电技术;4157
数控技术（模具制造）;3800
焊接技术及自动化（焊接检验）;4206
录音艺术;564
英国卡迪夫城市大学;3860
历史学（文化遗产方向）;6067
应用韩语（酒店服务） ;4265
工程机械运用技术;5427
汉语言文学（国际汉语）;7284
财政学（经济学院）;1171
建筑电气与智能化;471
数控技术（中澳合作）;4614
动物科学（学制4年）;2363
刑事执行（罪犯矫治）  ;839
机械工程及自动化（机械制造及自动化）;3933
城市规划;17
软件技术（含游戏开发方向）;1965
视觉传达艺术设计（广告设计制作） ;4130
中医学专业;8337
考古学（文物保护技术方向）;6097
连锁经营管理 （医药方向）;2222
商务外交与英语;937
公路工程造价方向;7090
国际经济与贸易（国际商务方向）;3727
工商管理专业（中德项目）;5542
建筑工程技术（工程造价方向）;7073
飞行器动力工程;425
电信工程及管理;238
软件技术(计算机应用技术);6942
社会体育学;5546
酒店管理  [院级示范专业];1992
会计出版学;5657
探测制导与控制技术;419
化学(师范);4849
马来语专业 ;1329
西班牙语(español);8377
　　国际经济与贸易专业（商品质量检验与管理方向）（四年制本科）;9642
中医学（五年）;8835
商务英语（涉外文秘）;9619
服装制版与工艺/国际经济与贸易(双专科);4367
公路工程管理;9072
编导专业;9483
物流管理（电子商务）;8681
电脑会计;5418
动植物检疫（动检方向）;5544
绿色食品生产与检测;2255
广告设计及制作;9227
环境艺术设计（展示设计）;7664
水电安装;6899
英语（民用航空飞行技术方向）（专科）;9362
应用电子技术（文、理兼收）;5204
应用电子技术（电子产品设计与组装方向）;6796
工业工程（泰达学院）;1184
酒店管理：;5224
经济学（经济学院）;1167
音像制作;3852
石油化工生产技术(中央财政支持的重点建设专业、自治区级品牌专业);2481
服装设计（服装营销与表演方向）;4306
网络系统管理（移动商务）;9147
测控技术与仪器(光机电一体化方向);7228
二手车鉴定与评估;9633
调查与分析;1055
家具设计与制造（全友班）;9111
生物技术专业;2195
交通运输（交通运输管理）;9416
报关与国际货运（520605）;5319
能源与动力工程（汽车发动机方向）;8348
中英文秘;6904
模具产品开发;7803
04.商务信息技术;1035
汉语言文学（网络传播）;8686
外语专业;8180
数字媒体;4976
信息与计算科学(电脑艺术设计方向);6378
应用英语（国际交流）;4470
国际经济与贸易（国际市场营销方向）;7924
土木工程（交通土建工程方向）;3027
行政管理（文秘方向）;7640
护理/英语;4216
电气设备应用与维护;3377
　　电子商务（四年制本科）;9635
仿真工程;971
 食品卫生与营养学;3624
电子商务（网络开发建设与维护方向）;8316
物理学：（本科、理工类）;5090
软件技术 ;4179
中法工程师学院;437
现代音乐;5664
护理学类;6612
光伏应用技术;8018
测控技术与仪器专业（精密仪器与检测技术方向）;1979
理化测试及质检技术 ;9045
化学工程与工艺（工业自动化方向）;8149
工商管理（国际工商管理方向）;4962
国际经济与贸易（国际金融）;7266
音乐剧表演;6983
法律事务（社区管理与服务）;9617
公关与现代文秘;5188
会计学（注册会计师方向）;6070
地球物理学;233
国际商务（中英合作）;5858
法学（刑事司法方向）;3669
安装工程造价;8082
食品质量与安全（儿童营养与健康）;8680
艺术设计（服装艺术设计）;6480
港口机械应用技术;1955
印刷工艺教育;2167
土木工程（城市地下工程方向）;637
工程测量技术专业;2802
国际政治;41
应用英语（国际酒店管理）（专科）;9597
汉语（网络编辑方向）  ;9007
园林（学制4年）;2352
财政学（注册税务师）;9331
微电子科学与工程;524
听力与言语康复学;3616
物流管理(铁路企业方向);6810
音乐学(师范类);9580
木材加工技术;2049
中药学专业;8326
烹饪营养与教育;6586
软件技术（软件商务与管理师方向）;8589
国际金融（中丹合作）;3704
